Kepler_ID,2MASS ID,Teff,Log_G,Metallicity (solar=0.0),E(B-V),A_V,Radius (solar=1.0),Photometry_Qual,Astrophysics_Qual
3328122,19085433+3829141,,,,,,,8,0
3329036,19101424+3825195,,,,,,,6,0
3329238,19103049+3826586,,,,,,,7,0
3330180,19114879+3829499,,,,,,,6,0
3330313,19120070+3829044,,,,,,,6,0
3330368,19120475+3828316,,,,,,,5,0
3330594,19122183+3829452,,,,,,,6,0
3330684,19122805+3826161,,,,,,,5,0
3335974,19185735+3825183,,,,,,,6,0
3336055,19190350+3829518,,,,,,,8,0
3336140,19190985+3828579,,,,,,,7,0
3336212,19191386+3824252,,,,,,,6,0
3336272,19191795+3825539,,,,,,,5,0
3336671,19194261+3828508,,,,,,,5,0
3337061,19200803+3825383,,,,,,,5,0
3337351,19202785+3824165,,,,,,,2,0
3337432,19203316+3829277,,,,,,,5,0
3337888,19210128+3829382,,,,,,,3,0
3339702,19230910+3829081,,,,,,,6,0
3340127,19233918+3826019,,,,,,,5,0
3340139,19233982+3827199,,,,,,,8,0
3340161,19234151+3828372,,,,,,,8,0
3340246,19234730+3824313,,,,,,,5,0
3341897,19253057+3828583,,,,,,,8,0
3344503,19280432+3828229,,,,,,,6,0
3345760,19291755+3824077,,,,,,,4,0
3345775,19291847+3825492,,,,,,,8,0
3346028,19293535+3829586,,,,,,,6,0
3347146,19304639+3829364,,,,,,,8,0
3347281,19305427+3827144,,,,,,,5,0
3347337,19305785+3825302,,,,,,,7,0
3347516,19310886+3824349,,,,,,,6,0
3348525,19320933+3824361,,,,,,,6,0
3348676,19321848+3829444,,,,,,,3,0
3352792,19361924+3828243,,,,,,,6,0
3353454,19370008+3824162,,,,,,,2,0
3354353,19375295+3829221,,,,,,,5,0
3355098,19383119+3825392,,,,,,,5,0
3356156,19392739+3828486,,,,,,,6,0
3357193,19402350+3829122,,,,,,,5,0
3424729,19010441+3833498,,,,,,,5,0
3424790,19011074+3831563,,,,,,,6,0
3425414,19021302+3831245,,,,,,,8,0
3425494,19022089+3831004,,,,,,,5,0
3425633,19023532+3835308,,,,,,,6,0
3425696,19024073+3835288,,,,,,,6,0
3425727,19024351+3834508,,,,,,,6,0
3425758,19024639+3834530,,,,,,,6,0
3425767,19024707+3834050,,,,,,,8,0
3425804,19025031+3835160,,,,,,,6,0
3425851,19025490+3830250,,,,,,,8,0
3426259,19033350+3830277,,,,,,,6,0
3427331,19051002+3830555,,,,,,,6,0
3427482,,,,,,,,5,0
3427676,19054095+3833223,,,,,,,8,0
3427727,19054566+3831049,,,,,,,6,0
3428447,19065146+3832365,,,,,,,8,0
3428453,19065251+3831366,,,,,,,6,0
3429018,19074610+3834310,,,,,,,8,0
3429076,19075080+3835248,,,,,,,6,0
3429431,19082078+3833220,,,,,,,6,0
3429626,19083678+3830314,,,,,,,1,0
3429668,19084060+3834212,,,,,,,6,0
3429943,19090348+3830110,,,,,,,6,0
3429973,19090592+3833551,,,,,,,6,0
3430003,19090958+3831404,,,,,,,5,0
3430379,19094347+3830343,,,,,,,8,0
3430564,19100081+3835361,,,,,,,6,0
3430610,19100501+3832192,,,,,,,6,0
3430634,19100673+3830210,,,,,,,5,0
3431112,19104786+3830470,,,,,,,8,0
3431346,19110827+3835576,,,,,,,6,0
3431411,19111301+3830229,,,,,,,6,0
3431922,19115459+3835258,,,,,,,3,0
3432060,19120520+3831560,,,,,,,6,0
3432611,19124755+3831577,,,,,,,5,0
3433272,19133917+3833166,,,,,,,4,0
3433273,19133931+3833127,,,,,,,0,0
3433334,19134402+3833196,,,,,,,6,0
3433440,19135433+3832489,,,,,,,6,0
3436938,19181326+3831011,,,,,,,8,0
3437594,19185938+3830201,,,,,,,6,0
3437785,19191218+3830424,,,,,,,6,0
3437995,19192593+3831281,,,,,,,6,0
3439473,19210010+3832425,,,,,,,8,0
3440137,19214683+3830324,,,,,,,6,0
3440346,19220208+3831399,,,,,,,6,0
3440403,19220529+3830574,,,,,,,6,0
3441157,19230262+3835040,,,,,,,5,0
3441270,19231007+3835002,,,,,,,6,0
3441784,19234665+3832199,,,,,,,8,0
3442006,19240083+3831367,,,,,,,8,0
3442661,19244518+3830099,,,,,,,6,0
3442800,19245470+3832193,,,,,,,8,0
3442858,19245811+3832357,,,,,,,8,0
3443131,19251425+3835049,,,,,,,4,0
3443300,19252497+3834434,,,,,,,6,0
3443934,19260447+3835500,,,,,,,6,0
3444361,19263146+3834009,,,,,,,6,0
3444382,19263259+3832189,,,,,,,6,0
3444571,19264451+3832141,,,,,,,6,0
3445266,19272584+3834478,,,,,,,8,0
3445430,19273545+3830071,,,,,,,5,0
3446239,19281950+3831257,,,,,,,8,0
3446837,19285720+3835243,,,,,,,8,0
3448150,19302222+3833524,,,,,,,6,0
3448365,19303577+3835166,,,,,,,8,0
3448546,19304804+3832399,,,,,,,6,0
3448882,19310708+3830378,,,,,,,5,0
3449183,19312572+3835299,,,,,,,5,0
3449373,19313598+3830346,,,,,,,6,0
3449625,19314929+3834506,,,,,,,6,0
3452820,19345264+3834419,,,,,,,5,0
3452937,19350060+3830583,,,,,,,5,0
3453029,19350571+3835150,,,,,,,6,0
3453233,19351723+3831192,,,,,,,5,0
3453827,19355244+3833162,,,,,,,6,0
3454513,19363275+3832353,,,,,,,5,0
3454730,19364563+3832446,,,,,,,8,0
3454731,19364568+3831285,,,,,,,8,0
3454820,19365082+3830008,,,,,,,6,0
3454968,19365918+3833584,,,,,,,6,0
3455204,19371383+3835408,,,,,,,5,0
3455220,19371469+3835350,,,,,,,3,0
3455235,19371544+3834496,,,,,,,6,0
3455303,19372052+3831323,,,,,,,6,0
3455474,19372982+3834224,,,,,,,5,0
3455787,19374734+3831369,,,,,,,5,0
3455941,19375665+3835376,,,,,,,8,0
3455999,19380010+3835427,,,,,,,5,0
3456307,19381740+3833153,,,,,,,6,0
3456318,19381798+3831147,,,,,,,5,0
3456426,19382392+3833409,,,,,,,6,0
3456545,19383111+3831139,,,,,,,8,0
3456960,19385452+3830494,,,,,,,6,0
3458097,19395332+3833258,,,,,,,8,0
3458318,19400391+3835516,,,,,,,6,0
3458412,19400850+3830013,,,,,,,5,0
3458776,19402618+3833234,,,,,,,5,0
3458796,19402706+3835283,,,,,,,3,0
3459079,19404229+3831216,,,,,,,5,0
3459380,19405898+3831040,,,,,,,6,0
3525347,18593447+3841316,,,,,,,5,0
3525654,19000307+3840393,,,,,,,6,0
3526897,19021203+3839393,,,,,,,8,0
3526942,19021753+3839480,,,,,,,8,0
3527376,19030130+3841118,,,,,,,6,0
3527383,19030225+3840416,,,,,,,7,0
3527617,,,,,,,,5,0
3527781,19033971+3837158,,,,,,,8,0
3528422,19044069+3839195,,,,,,,8,0
3528680,19050687+3839562,,,,,,,5,0
3529760,19064508+3839044,,,,,,,5,0
3530274,19073486+3839255,,,,,,,6,0
3530364,19074379+3839384,,,,,,,5,0
3530376,19074462+3840255,,,,,,,6,0
3530668,19080952+3838251,,,,,,,6,0
3530690,19081252+3838389,,,,,,,5,0
3531125,19085090+3836440,,,,,,,0,0
3531602,19093148+3838066,,,,,,,5,0
3531647,19093503+3841070,,,,,,,6,0
3532082,19101511+3841112,,,,,,,4,0
3533762,19124969+3839562,,,,,,,5,0
3534170,19132310+3836324,,,,,,,6,0
3534576,19135584+3841096,,,,,,,2,0
3534580,19135616+3840561,,,,,,,8,0
3539510,19195666+3840352,,,,,,,4,0
3539741,19201302+3836270,,,,,,,6,0
3539917,19202448+3841595,,,,,,,8,0
3540492,19210059+3838562,,,,,,,6,0
3541284,19215236+3841472,,,,,,,6,0
3541555,19221083+3841355,,,,,,,5,0
3542116,19225293+3841415,,,,,,,8,0
3542345,19230926+3837246,,,,,,,8,0
3542574,,,,,,,,3,0
3543187,19240874+3839431,,,,,,,5,0
3544552,19253743+3839495,,,,,,,5,0
3544556,19253757+3837315,,,,,,,6,0
3544681,19254642+3838477,,,,,,,7,0
3544709,19254838+3836514,,,,,,,6,0
3545304,19262855+3838372,,,,,,,6,0
3545457,19263801+3837527,,,,,,,8,0
3545478,19263940+3837093,,,,,,,8,0
3546428,19273729+3839486,,,,,,,6,0
3547117,19282056+3837518,,,,,,,6,0
3547283,19283146+3837123,,,,,,,5,0
3547996,19291519+3841290,,,,,,,7,0
3548091,19292163+3836350,,,,,,,6,0
3548449,19294181+3838036,,,,,,,8,0
3548480,19294380+3838498,,,,,,,5,0
3548498,19294485+3840370,,,,,,,6,0
3553595,19344923+3837134,,,,,,,8,0
3553885,19350513+3840399,,,,,,,8,0
3553955,19350893+3841311,,,,,,,6,0
3554343,19353129+3839451,,,,,,,5,0
3554732,19355338+3837204,,,,,,,6,0
3554859,19360177+3840474,,,,,,,5,0
3555091,19361487+3836563,,,,,,,8,0
3556229,,,,,,,,5,0
3556641,19374792+3837500,,,,,,,5,0
3556888,19380144+3841311,,,,,,,5,0
3557421,19383238+3837366,,,,,,,8,0
3558981,19395458+3840421,,,,,,,6,0
3559029,19395741+3836385,,,,,,,6,0
3559067,19395915+3840379,,,,,,,6,0
3559182,19400489+3841462,,,,,,,8,0
3559806,19403743+3839521,,,,,,,7,0
3559808,19403750+3840579,,,,,,,5,0
3560436,19411135+3837144,,,,,,,6,0
3560935,19413470+3837236,,,,,,,6,0
3561727,19421139+3839414,,,,,,,3,0
3626263,18593163+3843481,,,,,,,5,0
3626433,18595059+3845439,,,,,,,8,0
3626511,18595892+3842019,,,,,,,6,0
3626664,19001595+3844041,,,,,,,4,0
3627095,19005475+3845300,,,,,,,4,0
3627119,19005645+3842275,,,,,,,5,0
3627380,19012173+3842269,,,,,,,6,0
3628284,19024841+3846426,,,,,,,4,0
3628376,19025764+3845509,,,,,,,6,0
3628509,19031098+3845213,,,,,,,6,0
3628682,19032988+3842111,,,,,,,6,0
3629120,,,,,,,,5,0
3629255,19042456+3842463,,,,,,,6,0
3629418,19044049+3846027,,,,,,,6,0
3629474,19044646+3843523,,,,,,,6,0
3629660,19050319+3843180,,,,,,,8,0
3629749,19051236+3845522,,,,,,,8,0
3629790,19051572+3844019,,,,,,,6,0
3629897,19052845+3845231,,,,,,,5,0
3629942,19053338+3845058,,,,,,,5,0
3630152,19055512+3847164,,,,,,,6,0
3630158,19055574+3842528,,,,,,,1,0
3630172,19055699+3842583,,,,,,,7,0
3631162,19072669+3846240,,,,,,,6,0
3631274,19073774+3847169,,,,,,,0,0
3631317,19074156+3847485,,,,,,,5,0
3631567,19080431+3845286,,,,,,,2,0
3631885,19083381+3842120,,,,,,,8,0
3631985,19084516+3843550,,,,,,,8,0
3632269,19091318+3843010,,,,,,,6,0
3632399,,,,,,,,2,0
3632418,19092683+3842505,,,,,,,2,0
3632468,19093125+3842512,,,,,,,8,0
3633243,19104408+3842517,,,,,,,5,0
3633279,19104695+3842589,,,,,,,6,0
3633508,19110477+3847279,,,,,,,6,0
3633538,19110793+3846485,,,,,,,3,0
3633545,19110807+3846527,,,,,,,1,0
3633559,19110921+3843172,,,,,,,5,0
3634438,19122503+3845514,,,,,,,6,0
3634451,19122587+3842040,,,,,,,8,0
3634969,19130757+3845213,,,,,,,3,0
3635233,19132932+3842354,,,,,,,6,0
3640486,19195719+3842561,,,,,,,6,0
3640986,19203070+3846426,,,,,,,8,0
3641130,19204007+3842181,,,,,,,8,0
3641446,19205916+3847238,,,,,,,3,0
3642407,19220770+3843155,,,,,,,8,0
3643054,19225739+3844539,,,,,,,7,0
3643854,19235342+3846022,,,,,,,3,0
3644342,19242706+3845351,,,,,,,6,0
3645057,19251351+3846188,,,,,,,6,0
3646145,19261839+3843311,,,,,,,6,0
3646260,19262567+3842495,,,,,,,8,0
3646828,19270172+3843141,,,,,,,6,0
3646831,19270186+3843308,,,,,,,8,0
3647291,19273157+3844141,,,,,,,6,0
3647940,19280996+3845158,,,,,,,6,0
3648915,19290930+3843255,,,,,,,2,0
3649174,19292530+3846027,,,,,,,3,0
3649303,19293345+3845034,,,,,,,4,0
3654827,19351240+3847273,,,,,,,5,0
3654861,19351479+3846017,,,,,,,6,0
3655115,19352951+3847573,,,,,,,6,0
3655513,19355330+3847038,,,,,,,8,0
3656162,19362884+3847371,,,,,,,6,0
3656915,19371476+3844559,,,,,,,5,0
3657874,19380945+3842576,,,,,,,6,0
3659155,19392074+3847104,,,,,,,7,0
3659203,19392377+3847522,,,,,,,6,0
3659744,19395016+3846361,,,,,,,6,0
3659751,19395049+3843586,,,,,,,6,0
3660621,19403622+3846311,,,,,,,6,0
3660775,19404333+3844580,,,,,,,6,0
3661151,19410389+3842390,,,,,,,5,0
3661182,19410581+3843339,,,,,,,5,0
3661436,19411878+3844302,,,,,,,4,0
3661525,19412323+3847039,,,,,,,3,0
3661851,19413928+3842156,,,,,,,6,0
3662314,19420191+3846547,,,,,,,6,0
3662483,19420920+3843013,,,,,,,8,0
3662939,19423034+3842092,,,,,,,6,0
3663141,19423917+3843057,,,,,,,6,0
3727373,18585001+3853098,,,,,,,6,0
3727667,18591655+3853178,,,,,,,5,0
3727885,18593647+3853289,,,,,,,6,0
3727929,18593993+3850223,,,,,,,5,0
3728646,19004880+3851066,,,,,,,6,0
3728761,19005859+3852506,,,,,,,5,0
3728826,19010500+3849082,,,,,,,6,0
3728914,19011346+3850513,,,,,,,8,0
3729024,,,,,,,,5,0
3729141,19013821+3851232,,,,,,,8,0
3729611,19022663+3851448,,,,,,,6,0
3729634,19022949+3850219,,,,,,,6,0
3729724,19023733+3851018,,,,,,,6,0
3729771,19024288+3850276,,,,,,,6,0
3729884,19025459+3849340,,,,,,,8,0
3730135,19032079+3848307,,,,,,,5,0
3730335,19034066+3852186,,,,,,,6,0
3731121,19050116+3848160,,,,,,,6,0
3731157,19050520+3850231,,,,,,,8,0
3731321,19052083+3853470,,,,,,,5,0
3731411,19052907+3853568,,,,,,,6,0
3731603,19054670+3851153,,,,,,,8,0
3732089,19063287+3851087,,,,,,,6,0
3732609,19072021+3852389,,,,,,,5,0
3732612,19072055+3852484,,,,,,,3,0
3732703,19072941+3851254,,,,,,,8,0
3733083,19080465+3851051,,,,,,,6,0
3733209,19081590+3848366,,,,,,,8,0
3733298,,,,,,,,5,0
3733480,19083894+3848533,,,,,,,6,0
3733628,19085249+3851450,,,,,,,6,0
3733693,19085880+3852389,,,,,,,6,0
3733784,19090718+3850517,,,,,,,6,0
3733826,19091104+3849358,,,,,,,6,0
3734244,19094910+3851162,,,,,,,8,0
3734481,19101222+3848298,,,,,,,6,0
3734938,19105496+3848489,,,,,,,6,0
3735000,19105973+3851450,,,,,,,5,0
3735841,19121455+3852387,,,,,,,5,0
3742519,19203901+3849597,,,,,,,6,0
3742579,19204455+3849071,,,,,,,6,0
3742855,19210402+3850162,,,,,,,3,0
3743333,19213530+3851596,,,,,,,6,0
3743520,19214891+3851239,,,,,,,5,0
3743574,19215194+3848335,,,,,,,6,0
3743583,19215256+3848011,,,,,,,6,0
3744192,19223847+3853548,,,,,,,8,0
3745159,19234747+3852421,,,,,,,5,0
3745398,19240419+3853317,,,,,,,6,0
3745677,19242257+3848118,,,,,,,6,0
3745982,19244350+3849457,,,,,,,5,0
3746401,19251249+3849529,,,,,,,6,0
3746928,19254800+3848211,,,,,,,6,0
3746974,19255086+3850520,,,,,,,7,0
3747015,19255431+3853091,,,,,,,5,0
3747420,19261858+3852187,,,,,,,6,0
3747861,19264572+3851439,,,,,,,6,0
3747889,19264721+3852576,,,,,,,6,0
3747941,19265063+3850595,,,,,,,5,0
3748095,19270049+3850029,,,,,,,5,0
3748408,19271797+3850386,,,,,,,6,0
3748824,19274240+3849136,,,,,,,5,0
3749234,19280771+3851409,,,,,,,6,0
3749305,19281253+3852576,,,,,,,6,0
3749581,19282970+3848307,,,,,,,5,0
3749934,19285242+3852126,,,,,,,5,0
3749989,19285683+3851187,,,,,,,8,0
3750281,19291652+3848426,,,,,,,2,0
3750378,19292383+3852161,,,,,,,6,0
3750538,19293533+3850173,,,,,,,6,0
3751235,,,,,,,,5,0
3751311,19302688+3849137,,,,,,,6,0
3756006,19350441+3853484,,,,,,,6,0
3756086,19350881+3852384,,,,,,,8,0
3756196,19351465+3852201,,,,,,,5,0
3756792,19354835+3851373,,,,,,,8,0
3757640,19363817+3850303,,,,,,,6,0
3757758,19364595+3849596,,,,,,,6,0
3757960,19365688+3851022,,,,,,,5,0
3758125,19370608+3848164,,,,,,,5,0
3758290,19371511+3848554,,,,,,,6,0
3758520,19372944+3852237,,,,,,,6,0
3758541,19373082+3848063,,,,,,,6,0
3758597,19373464+3848406,,,,,,,5,0
3758706,19374147+3849384,,,,,,,6,0
3758717,19374212+3851203,,,,,,,8,0
3759974,19385602+3849335,,,,,,,3,0
3759986,19385640+3850575,,,,,,,6,0
3760021,19385890+3848217,,,,,,,8,0
3760126,19390606+3848464,,,,,,,8,0
3760571,19393441+3850210,,,,,,,8,0
3760830,19394843+3849461,,,,,,,4,0
3761250,19401070+3852227,,,,,,,7,0
3761640,19403022+3851200,,,,,,,6,0
3761720,19403513+3849241,,,,,,,5,0
3761841,19404214+3849201,,,,,,,6,0
3761857,19404273+3851321,,,,,,,6,0
3762217,19410100+3851395,,,,,,,8,0
3762373,19410933+3849465,,,,,,,2,0
3762584,19412035+3850594,,,,,,,3,0
3762741,19412883+3850585,,,,,,,6,0
3763032,19414212+3848054,,,,,,,6,0
3764335,19424153+3853355,,,,,,,8,0
3764670,19425567+3851155,,,,,,,6,0
3764943,19430855+3849570,,,,,,,3,0
3765032,19431254+3848038,,,,,,,6,0
3765372,19432693+3849396,,,,,,,6,0
3765459,19433124+3852186,,,,,,,2,0
3765596,19433711+3853371,,,,,,,6,0
3765622,19433848+3851476,,,,,,,7,0
3766081,19440047+3851557,,,,,,,6,0
3830833,18582992+3856541,,,,,,,8,0
3830881,18583311+3857455,,,,,,,6,0
3831053,18584965+3856126,,,,,,,6,0
3831117,18585442+3858093,,,,,,,5,0
3831297,18591193+3859313,,,,,,,8,0
3831324,18591386+3857119,,,,,,,6,0
3831416,18592244+3854540,,,,,,,8,0
3831523,18593364+3859294,,,,,,,8,0
3831750,18595718+3856344,,,,,,,6,0
3832147,19003512+3855104,,,,,,,5,0
3832503,19011125+3859429,,,,,,,3,0
3832707,19013409+3857329,,,,,,,5,0
3833036,19020662+3854467,,,,,,,8,0
3833895,19033301+3854198,,,,,,,6,0
3834095,19034924+3859469,,,,,,,6,0
3834235,19040295+3856338,,,,,,,6,0
3834519,19043514+3857100,,,,,,,6,0
3834546,19043743+3854417,,,,,,,8,0
3834703,19045350+3859393,,,,,,,8,0
3835166,19054036+3854243,,,,,,,6,0
3835482,19061314+3857165,,,,,,,6,0
3836413,19074570+3855254,,,,,,,2,0
3836911,19083005+3854427,,,,,,,6,0
3836987,19083728+3857405,,,,,,,2,0
3837423,19092083+3854089,,,,,,,6,0
3837649,19093929+3858202,,,,,,,8,0
3837983,19101155+3857276,,,,,,,6,0
3838314,19104241+3856577,,,,,,,6,0
3838349,19104594+3854443,,,,,,,3,0
3838436,19105325+3856226,,,,,,,6,0
3838496,19110056+3855467,,,,,,,5,0
3838516,19110332+3859408,,,,,,,5,0
3838567,19110651+3857020,,,,,,,2,0
3838579,19110736+3856522,,,,,,,2,0
3839857,19130140+3859425,,,,,,,3,0
3847025,19215865+3859462,,,,,,,6,0
3847563,19223927+3854483,,,,,,,6,0
3847822,19225712+3858181,,,,,,,8,0
3847852,19225944+3856486,,,,,,,8,0
3847873,19230112+3856541,,,,,,,5,0
3847938,19230629+3856082,,,,,,,6,0
3848665,19235438+3859458,,,,,,,5,0
3849088,19242555+3858105,,,,,,,5,0
3849273,19243907+3856177,,,,,,,6,0
3849571,19250061+3858269,,,,,,,5,0
3850060,19253358+3855185,,,,,,,6,0
3850108,19253733+3854521,,,,,,,6,0
3852133,19274756+3854371,,,,,,,6,0
3852505,19280988+3858551,,,,,,,6,0
3852595,19281533+3857029,,,,,,,8,0
3852644,19281885+3856356,,,,,,,6,0
3852765,19282571+3855164,,,,,,,6,0
3854072,19294959+3855505,,,,,,,5,0
3855090,19305316+3856280,,,,,,,5,0
3857725,19334015+3859109,,,,,,,2,0
3858129,19340300+3857014,,,,,,,6,0
3858296,19341229+3857563,,,,,,,5,0
3858729,19343687+3855274,,,,,,,6,0
3858884,19344690+3858580,,,,,,,7,0
3859371,19351567+3859051,,,,,,,6,0
3859850,19354183+3858445,,,,,,,7,0
3860712,19363335+3859355,,,,,,,6,0
3862001,19374725+3856399,,,,,,,3,0
3863227,19390017+3854553,,,,,,,6,0
3863526,19391567+3857029,,,,,,,5,0
3864121,19394924+3854005,,,,,,,3,0
3864501,19401063+3856035,,,,,,,8,0
3864503,19401081+3858212,,,,,,,5,0
3864567,19401454+3857558,,,,,,,8,0
3865365,19405931+3858067,,,,,,,6,0
3865595,19411169+3855497,,,,,,,6,0
3866377,19415260+3855310,,,,,,,6,0
3867247,19423172+3856363,,,,,,,5,0
3867668,19425081+3856154,,,,,,,6,0
3868271,19431871+3858584,,,,,,,5,0
3868346,19432232+3855376,,,,,,,8,0
3868373,19432371+3856126,,,,,,,6,0
3869026,19435476+3858492,,,,,,,5,0
3869067,19435651+3857125,,,,,,,6,0
3869340,19440857+3859070,,,,,,,6,0
3869661,19442330+3859127,,,,,,,2,0
3934487,18583717+3902568,,,,,,,8,0
3935088,18593507+3903482,,,,,,,5,0
3935099,18593564+3900490,,,,,,,6,0
3935121,18593801+3902089,,,,,,,6,0
3935903,19005035+3900197,,,,,,,5,0
3936327,19013551+3903141,,,,,,,8,0
3936386,19014114+3900224,,,,,,,8,0
3936842,19023082+3901150,,,,,,,8,0
3936888,19023625+3903025,,,,,,,7,0
3937276,19031818+3902211,,,,,,,6,0
3937625,19035450+3905039,,,,,,,6,0
3937686,19035985+3903203,,,,,,,8,0
3937793,19041065+3901569,,,,,,,6,0
3938087,19043835+3900550,,,,,,,5,0
3938195,19044953+3903148,,,,,,,5,0
3939138,19061891+3903185,,,,,,,5,0
3939189,19062419+3904507,,,,,,,5,0
3939979,19073955+3901302,,,,,,,6,0
3940275,19080621+3901457,,,,,,,5,0
3940366,19081712+3900177,,,,,,,5,0
3941027,19092125+3904401,,,,,,,6,0
3941206,19093688+3905312,,,,,,,3,0
3941219,19093742+3901152,,,,,,,8,0
3941454,19100023+3903271,,,,,,,6,0
3941721,19102550+3903338,,,,,,,6,0
3942868,19121277+3905507,,,,,,,6,0
3946093,19162414+3900498,,,,,,,6,0
3951538,19224675+3904485,,,,,,,6,0
3952037,,,,,,,,5,0
3952294,19234387+3903090,,,,,,,5,0
3952651,19241058+3901244,,,,,,,5,0
3954130,19255196+3900304,,,,,,,6,0
3954332,19260654+3904185,,,,,,,5,0
3954440,19261316+3901173,,,,,,,7,0
3954713,19263125+3903561,,,,,,,6,0
3955026,19265048+3905431,,,,,,,6,0
3955560,19272481+3901235,,,,,,,6,0
3957270,19291026+3904106,,,,,,,8,0
3957971,19294985+3900505,,,,,,,6,0
3958015,19295203+3900460,,,,,,,6,0
3958138,19300035+3903398,,,,,,,6,0
3962410,19342718+3900297,,,,,,,5,0
3963323,19352166+3905348,,,,,,,6,0
3965792,19374843+3902313,,,,,,,5,0
3966165,19381169+3900540,,,,,,,8,0
3967744,19394574+3902242,,,,,,,6,0
3969203,19410618+3904538,,,,,,,6,0
3969229,19410774+3902197,,,,,,,8,0
3970003,19414544+3903331,,,,,,,6,0
3970177,19415341+3904337,,,,,,,6,0
3970518,19420835+3904433,,,,,,,6,0
3970653,19421512+3901448,,,,,,,8,0
3971024,19423251+3900412,,,,,,,6,0
3971641,19425988+3902186,,,,,,,6,0
3972825,19435199+3902347,,,,,,,8,0
3972940,19435743+3903406,,,,,,,6,0
3973363,19441684+3904125,,,,,,,6,0
3974352,19450008+3903347,,,,,,,6,0
3974602,19451168+3905113,,,,,,,6,0
3975073,19453340+3902524,,,,,,,8,0
3975426,19455033+3904115,,,,,,,6,0
4035714,18583356+3910559,,,,,,,6,0
4035732,18583495+3910171,,,,,,,6,0
4035742,18583554+3911179,,,,,,,6,0
4035839,18584358+3910265,,,,,,,8,0
4035864,18584673+3910062,,,,,,,6,0
4036050,18590507+3911417,,,,,,,5,0
4036728,18595221+3909009,,,,,,,6,0
4036962,19000624+3910516,,,,,,,6,0
4037071,19001297+3910309,,,,,,,6,0
4037163,19001924+3911023,,,,,,,5,0
4037286,19002664+3907413,,,,,,,5,0
4037439,19003532+3910068,,,,,,,6,0
4037777,19005953+3907039,,,,,,,5,0
4037915,19011332+3911585,,,,,,,8,0
4038034,19012611+3909563,,,,,,,6,0
4038210,19014173+3906337,,,,,,,5,0
4039013,19025432+3908476,,,,,,,6,0
4039060,19025857+3908586,,,,,,,6,0
4039196,19031099+3911576,,,,,,,5,0
4039224,19031276+3909543,,,,,,,6,0
4039602,19034619+3908232,,,,,,,5,0
4039816,19040414+3907565,,,,,,,7,0
4039852,19040807+3909530,,,,,,,8,0
4039945,19041796+3908330,,,,,,,5,0
4040205,19044145+3908435,,,,,,,3,0
4040710,19052832+3911395,,,,,,,6,0
4040880,19054308+3909119,,,,,,,5,0
4040917,19054599+3907108,,,,,,,5,0
4040952,19054917+3907561,,,,,,,5,0
4041004,19055255+3906552,,,,,,,5,0
4041337,19062369+3910362,,,,,,,5,0
4041702,19070116+3909178,,,,,,,8,0
4042417,19080278+3910592,,,,,,,6,0
4042709,19083268+3908159,,,,,,,6,0
4042872,19084703+3907274,,,,,,,6,0
4043227,19091755+3908551,,,,,,,5,0
4043345,19092749+3911462,,,,,,,4,0
4043400,19093269+3910505,,,,,,,3,0
4043413,19093388+3909527,,,,,,,6,0
4043587,19094883+3910519,,,,,,,5,0
4043674,19095546+3909068,,,,,,,8,0
4043991,19102666+3910556,,,,,,,6,0
4044005,19102791+3907380,,,,,,,8,0
4044238,19105061+3910180,,,,,,,3,0
4044310,19105743+3908424,,,,,,,6,0
4044462,19111087+3911205,,,,,,,6,0
4044649,19112859+3910338,,,,,,,6,0
4044831,19114373+3910162,,,,,,,8,0
4045103,19120738+3911036,,,,,,,5,0
4045469,19123721+3906139,,,,,,,6,0
4048749,19164953+3908072,,,,,,,3,0
4049174,19171994+3907163,,,,,,,2,0
4049208,19172330+3908026,,,,,,,6,0
4049293,19172802+3909209,,,,,,,6,0
4049440,19173843+3909124,,,,,,,8,0
4049575,19174786+3910239,,,,,,,8,0
4049653,19175274+3909547,,,,,,,6,0
4049730,19175869+3906082,,,,,,,6,0
4049858,,,,,,,,2,0
4049862,19180770+3909089,,,,,,,6,0
4049944,19181419+3908494,,,,,,,6,0
4054908,19234064+3911347,,,,,,,8,0
4054947,19234330+3911519,,,,,,,6,0
4055057,19235328+3908347,,,,,,,6,0
4055156,19240057+3909399,,,,,,,8,0
4055238,19240636+3909385,,,,,,,6,0
4055722,19243993+3907449,,,,,,,6,0
4056376,19252485+3909026,,,,,,,6,0
4058169,19272341+3908368,,,,,,,6,0
4058519,,,,,,,,2,0
4058681,19275396+3910257,,,,,,,8,0
4058829,19280249+3911165,,,,,,,4,0
4058863,19280377+3908211,,,,,,,6,0
4059043,19281399+3911292,,,,,,,6,0
4059656,19284914+3911576,,,,,,,8,0
4060285,19292892+3908464,,,,,,,5,0
4060341,19293271+3908050,,,,,,,6,0
4060394,19293635+3906351,,,,,,,6,0
4060439,19293927+3911573,,,,,,,8,0
4063674,19325829+3911386,,,,,,,8,0
4063948,19331210+3911504,,,,,,,6,0
4063966,19331339+3908500,,,,,,,6,0
